Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene description
WBGene00009893	F49E11.7	IV	13053297	13055154	1	Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q27500]
WBGene00009894	F49E11.8	IV	13055357	13055768	-1	
WBGene00009895	scl-2	IV	13057678	13059085	1	SCP-Like extracellular protein  [Source:UniProtKB/TrEMBL;Acc:J7RNK2]
WBGene00009896	scl-3	IV	13059618	13060695	1	SCP-Like extracellular protein  [Source:UniProtKB/TrEMBL;Acc:G5EF50]
WBGene00009897	skpo-1	II	8400299	8404848	-1	Peroxidase skpo-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20616]
WBGene00009898	dod-23	II	8398161	8399160	-1	Downstream Of DAF-16 (Regulated by DAF-16)  [Source:UniProtKB/TrEMBL;Acc:Q20615]
WBGene00009899	efl-3	II	8412671	8416857	1	E2F-like (Mammalian transcription factor)  [Source:UniProtKB/TrEMBL;Acc:Q20619]
WBGene00009900	F49E12.7	II	8395276	8396141	-1	
WBGene00009901	F49E12.8	II	8392571	8394202	-1	
WBGene00009902	drd-1	II	8388051	8389891	1	Dietary restriction down regulated  [Source:UniProtKB/TrEMBL;Acc:A5JYS2]
WBGene00009903	F49E12.10	II	8391088	8392281	1	
WBGene00009904	F49E12.12	II	8381497	8383905	1	
WBGene00009905	clec-240	V	17010062	17011849	1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q9XUZ8]
WBGene00009906	clec-241	V	17012127	17013332	-1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q9XV06]
WBGene00009907	F49H6.3	V	17014408	17015326	1	
WBGene00009908	F49H6.5	V	17023473	17025347	1	
WBGene00009909	F49H6.8	V	17022370	17022663	-1	
WBGene00009910	srz-92	V	17030738	17032772	1	
WBGene00009911	srz-93	V	17036410	17037862	-1	
WBGene00009912	srz-94	V	17033218	17035950	-1	Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:Q9XV00]
WBGene00009913	F49H6.12	V	17020907	17021461	-1	
WBGene00009914	F49H6.13	V	17008673	17009388	-1	
WBGene00009915	F52A8.1	I	7317646	7318337	1	
WBGene00009916	F52A8.3	I	7322270	7324415	-1	
WBGene00009917	glb-18	I	7339204	7345949	1	GLoBin related  [Source:UniProtKB/TrEMBL;Acc:Q20638]
WBGene00009918	gcsh-2	I	7345932	7347427	-1	Glycine cleavage system H protein  [Source:UniProtKB/TrEMBL;Acc:Q20634]
WBGene00009919	kbrl-1	I	7347222	7350386	1	NF-kappa-B inhibitor-interacting Ras-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q19143]
WBGene00009920	abts-1	I	8296917	8307566	-1	Anion exchange protein  [Source:UniProtKB/TrEMBL;Acc:G5EC65]
WBGene00009921	F52B5.2	I	8315898	8318250	-1	
WBGene00009922	F52B5.3	I	8318347	8323987	-1	
WBGene00009923	F52B5.7	I	8313228	8315432	-1	
WBGene00009924	cfp-1	IV	14077441	14083559	1	CFP1 (CpG-binding protein, CXXC Finger Protein 1) homolog  [Source:UniProtKB/TrEMBL;Acc:D3YT77]
WBGene00009925	F52B11.2	IV	14083318	14084695	1	Probable phosphomannomutase  [Source:UniProtKB/Swiss-Prot;Acc:Q9XUE6]
WBGene00009926	noah-2	IV	14091254	14096617	1	NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A)  [Source:UniProtKB/TrEMBL;Acc:Q9XUE5]
WBGene00009927	F52B11.5	IV	14102095	14103231	-1	
WBGene00009929	abts-2	X	11585675	11589757	1	Anion transporter ABTS-2; Anion/Bicarbonate TranSporter family  [Source:UniProtKB/TrEMBL;Acc:G5EGB9]
WBGene00009930	F52D10.2	X	11589686	11591719	-1	
WBGene00009931	F52D10.4	X	11617462	11619795	1	
WBGene00009933	F52E10.2	X	16282806	16283203	-1	
WBGene00009934	F52E10.3	X	16283803	16284069	1	
WBGene00009935	F52E10.4	X	16285598	16292990	-1	
WBGene00009936	C02D4.t1	X	15297471	15297544	1	
WBGene00009937	lsl-1	I	9901255	9902929	1	LSY-2-Like  [Source:UniProtKB/TrEMBL;Acc:O02273]
WBGene00009938	F52F12.5	I	9921211	9921961	-1	
WBGene00009939	ztf-11	I	9902943	9910545	-1	Zinc finger putative Transcription Factor family  [Source:UniProtKB/TrEMBL;Acc:H2L2J7]
WBGene00009940	strl-1	I	9928946	9930885	1	Steroidogenic acute regulatory-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:O17883]
WBGene00009941	F52F12.8	I	9923610	9924280	1	Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q7YX19]
WBGene00009942	F52F12.9	I	9925978	9929032	1	
WBGene00009943	F52G2.3	IV	13543402	13548230	-1	
WBGene00009944	mtcu-2	II	10030895	10033213	-1	Protein MTO1 homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q20680]
WBGene00009945	bath-38	II	10042780	10045270	-1	BTB and MATH domain-containing protein 38  [Source:UniProtKB/Swiss-Prot;Acc:Q20681]
WBGene00009946	ogr-2	II	10041134	10042515	1	
WBGene00009947	F52H3.5	II	10030195	10030970	1	Tetratricopeptide repeat protein 36 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q20683]
WBGene00009948	F52H3.6	II	10026595	10027966	-1	Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q27501]
WBGene00009949	F53A2.1	III	13322392	13324839	-1	
WBGene00009950	sdz-20	III	13334600	13336422	1	SKN-1 Dependent Zygotic transcript  [Source:UniProtKB/TrEMBL;Acc:O45547]
WBGene00009951	F53A2.3	III	13336940	13339768	-1	
WBGene00009952	acaa-2	III	13344917	13346866	1	ACetyl-CoA Acyltransferase 2 homolog  [Source:UniProtKB/TrEMBL;Acc:O45552]
WBGene00009953	F53A2.9	III	13356610	13359354	-1	
WBGene00009954	F53B2.1	IV	12517110	12518128	-1	
WBGene00009955	eak-4	IV	12524478	12525509	-1	
WBGene00009956	F53B2.5	IV	12528529	12531166	-1	
WBGene00009957	F53B2.8	IV	12526260	12527339	-1	
WBGene00009958	madd-4	I	8931035	8942287	-1	
WBGene00009959	F53B6.4	I	8947304	8948711	-1	Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:I2HA90]
WBGene00009960	F53B6.5	I	8950448	8951053	1	
WBGene00009961	cutl-7	I	8954559	8957482	-1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q9XVN2]
WBGene00009962	F53B6.7	I	8948778	8954394	1	
WBGene00009963	fipr-26	I	8946686	8947201	-1	FIP (Fungus-Induced Protein) Related  [Source:UniProtKB/TrEMBL;Acc:Q9U3E7]
WBGene00009964	fip-6	I	8945533	8946205	-1	Fungus-Induced Protein  [Source:UniProtKB/TrEMBL;Acc:Q8T3D9]
WBGene00009965	frpr-9	V	10992099	10994817	1	FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:C7FZU1]
WBGene00009966	isy-1	V	10999658	11000713	-1	
WBGene00009967	F53B7.4	V	11000957	11002534	-1	
WBGene00009968	fig-1	V	10970399	10981213	-1	
WBGene00009969	F53B7.7	V	10999102	10999642	1	
WBGene00009971	F53C11.1	V	13775751	13777767	1	
WBGene00009972	oac-33	V	13778633	13781625	-1	
WBGene00009973	F53C11.3	V	13782399	13784102	1	Uncharacterized oxidoreductase F53C11.3  [Source:UniProtKB/Swiss-Prot;Acc:Q93761]
WBGene00009974	F53C11.4	V	13784095	13787712	-1	
WBGene00009975	F53C11.5	V	13787536	13796254	1	
WBGene00009976	swan-2	V	13800976	13804282	-1	Seven WD repeats, AN11 family  [Source:UniProtKB/TrEMBL;Acc:Q93759]
WBGene00009977	swan-1	V	13804395	13807237	-1	Seven WD repeats, AN11 family  [Source:UniProtKB/TrEMBL;Acc:Q93758]
WBGene00009978	F53E4.1	V	15652438	15659079	-1	
WBGene00009979	cutl-1	V	13404031	13406014	-1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q9XVM7]
WBGene00009980	F53F1.2	V	13406816	13408265	1	
WBGene00009981	F53F1.3	V	13408242	13409832	1	
WBGene00009982	F53F1.4	V	13411077	13411717	1	
WBGene00009983	cut-2	V	13414902	13416121	1	Cuticlin-2  [Source:UniProtKB/Swiss-Prot;Acc:P34682]
WBGene00009984	F53F1.6	V	13416103	13417604	-1	
WBGene00009985	F53F4.1	V	13584903	13585369	1	
WBGene00009986	F53F4.2	V	13588612	13589585	-1	
WBGene00009987	tbcb-1	V	13592124	13593183	1	Tubulin-specific chaperone B  [Source:UniProtKB/Swiss-Prot;Acc:Q20728]
WBGene00009988	F53F4.4	V	13593383	13598269	1	
WBGene00009990	F53F4.7	V	13612439	13613979	-1	
WBGene00009991	F53F4.8	V	13614236	13617723	-1	
WBGene00009992	F53F4.10	V	13624625	13625567	-1	Probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q20719]
WBGene00009993	F53F4.11	V	13622107	13624525	-1	
WBGene00009994	F53F4.12	V	13626031	13627482	1	
WBGene00009995	F53F4.13	V	13611337	13611888	-1	
WBGene00009996	F53F4.14	V	13627573	13629831	1	
WBGene00009997	F53F4.15	V	13620976	13621459	1	
WBGene00009998	klf-2	V	20685683	20688770	1	Kruppel-Like Factor (Zinc finger protein)  [Source:UniProtKB/TrEMBL;Acc:O62259]
WBGene00009999	srsx-35	V	20681420	20683014	1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:G5EBF9]
WBGene00010000	F53F8.3	V	20688734	20689532	-1	
WBGene00010001	F53F8.4	V	20690582	20691685	-1	
WBGene00010002	F53F8.5	V	20700340	20704048	-1	
WBGene00010003	F53F8.6	V	20708728	20709794	1	
WBGene00010004	F53H2.1	V	20387715	20393367	1	
WBGene00010005	cnc-7	V	20394073	20394700	1	CaeNaCin (Caenorhabditis bacteriocin)  [Source:UniProtKB/TrEMBL;Acc:Q9U3E5]
WBGene00010006	F53H2.3	V	20396078	20422035	-1	
WBGene00010007	F53H4.2	X	15857153	15857974	1	
WBGene00010008	F53H4.3	X	15885604	15887593	-1	
WBGene00010009	F53H4.4	X	15866411	15868764	1	
WBGene00010010	gmeb-2	X	15879096	15885617	1	GMEB (Glucocorticoid Modulatory Element Binding protein) transcriptional regulator homolog  [Source:UniProtKB/TrEMBL;Acc:Q93779]
WBGene00010011	F53H4.6	X	15852935	15860608	-1	
WBGene00010012	saeg-1	V	10852519	10865792	-1	Suppressor of activated egl-4 protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20733]
WBGene00010013	F54B3.1	II	10251266	10268168	1	
WBGene00010014	F54B3.2	II	10268143	10270152	-1	
WBGene00010015	atad-3	II	10248991	10251165	1	ATPase family AAA domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q20748]
WBGene00010016	F54B8.1	V	15810784	15811330	1	
WBGene00010017	nhr-282	V	15812282	15813104	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O45560]
WBGene00010018	fbxa-69	V	15814237	15815659	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O45561]
WBGene00010019	F54B8.4	V	15816464	15817143	1	
WBGene00010020	srbc-48	V	15820283	15821383	1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O45559]
WBGene00010021	srbc-49	V	15821698	15822884	1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q5CZ32]
WBGene00010022	srbc-50	V	15823898	15824966	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O45557]
WBGene00010023	srbc-51	V	15826410	15827429	1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O45565]
WBGene00010024	srbc-52	V	15827823	15828882	1	
WBGene00010025	srbc-54	V	15832436	15833722	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q9XTV7]
WBGene00010026	srbc-56	V	15830586	15831686	-1	Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O45567]
WBGene00010027	F54B11.4	X	13592618	13593643	1	
WBGene00010028	F54B11.5	X	13594121	13596068	-1	
WBGene00010030	F54B11.7	X	13600436	13601534	1	
WBGene00010031	F54B11.8	X	13602200	13603918	-1	
WBGene00010032	F54B11.9	X	13605567	13608369	1	
WBGene00010033	F54B11.10	X	13582120	13582757	1	
WBGene00010034	F54B11.11	X	13578783	13581728	1	
WBGene00010035	F54C8.1	III	9439699	9440929	1	Probable 3-hydroxyacyl-CoA dehydrogenase F54C8.1  [Source:UniProtKB/Swiss-Prot;Acc:P34439]
WBGene00010036	cpar-1	III	9434057	9435100	1	Histone H3-like centromeric protein cpar-1  [Source:UniProtKB/Swiss-Prot;Acc:P34440]
WBGene00010037	F54C8.4	III	9441557	9443634	-1	Probable tyrosine-protein phosphatase F54C8.4  [Source:UniProtKB/Swiss-Prot;Acc:P34442]
WBGene00010038	rheb-1	III	9454163	9456030	-1	GTP-binding protein Rheb homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:P34443]
WBGene00010039	F54C8.6	III	9444360	9449931	-1	
WBGene00010040	F54C8.7	III	9451595	9454062	-1	
WBGene00010041	F54C9.3	II	8566508	8566857	-1	
WBGene00010042	bcs-1	II	8571085	8572904	1	BCS1 (Mitochondrial chaperone) homolog  [Source:UniProtKB/TrEMBL;Acc:Q20755]
WBGene00010043	F54C9.7	II	8573355	8575045	1	
WBGene00010044	F54C9.9	II	8578049	8581513	1	
WBGene00010045	F54C9.11	II	8583034	8585086	-1	
WBGene00010046	F54D1.1	IV	11261844	11263075	1	
WBGene00010047	F54D1.6	IV	11287811	11294913	1	
WBGene00010048	F54D5.2	II	11573180	11575000	1	
WBGene00010049	F54D5.3	II	11571805	11573025	1	
WBGene00010050	F54D5.4	II	11569818	11571002	1	
WBGene00010051	F54D5.5	II	11564385	11567020	-1	
WBGene00010052	F54D5.7	II	11547481	11549313	1	Probable glutaryl-CoA dehydrogenase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q20772]
WBGene00010053	F54D5.9	II	11542636	11544875	-1	
WBGene00010054	F54D5.11	II	11540772	11542579	-1	Transcription initiation factor IIE subunit beta  [Source:UniProtKB/TrEMBL;Acc:G5EG47]
WBGene00010055	F54D5.12	II	11538904	11540630	-1	
WBGene00010056	smc-6	II	11578716	11582758	1	Structural maintenance of chromosomes protein 6 homolog smc-6  [Source:UniProtKB/Swiss-Prot;Acc:G5EG17]
WBGene00010057	F54D5.15	II	11558715	11564227	-1	
WBGene00010058	F54E4.2	X	14625452	14628916	-1	
WBGene00010059	F54E4.3	X	14632092	14636472	-1	
WBGene00010060	F54E4.4	X	14641391	14645486	-1	
WBGene00010061	F54E12.2	IV	11333079	11337184	-1	
WBGene00010062	lipl-1	V	12919952	12921692	1	Lipase  [Source:UniProtKB/TrEMBL;Acc:Q93789]
WBGene00010063	dhrs-4	V	12922608	12924156	1	Dehydrogenase/reductase SDR family member 4  [Source:UniProtKB/Swiss-Prot;Acc:G5EGA6]
WBGene00010064	F54F7.2	X	11843663	11845337	1	
WBGene00010065	F54F7.3	X	11849392	11850182	-1	
WBGene00010066	F54F7.6	X	11865383	11866827	1	
WBGene00010067	dot-1.2	X	11867971	11869360	-1	Histone-lysine N-methyltransferase, H3 lysine-79 specific  [Source:UniProtKB/TrEMBL;Acc:Q20794]
WBGene00010068	F54F7.8	X	11853818	11854996	-1	
WBGene00010069	F54F11.1	II	13504082	13506905	1	
WBGene00010070	nep-17	II	13507806	13516479	1	NEPrilysin metallopeptidase family  [Source:UniProtKB/TrEMBL;Acc:B6VQ96]
WBGene00010071	sre-45	II	13517912	13522925	1	Serpentine receptor class epsilon-45  [Source:UniProtKB/Swiss-Prot;Acc:O02275]
WBGene00010072	F54F12.1	III	13049588	13055485	-1	Protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:O17889]
WBGene00010073	F54F12.2	III	13040100	13049434	1	
WBGene00010074	irld-34	III	9155116	9157165	1	
WBGene00010075	F55A11.1	V	11763140	11764382	-1	
WBGene00010077	F55A11.4	V	11770456	11773495	1	Putative calcium-binding mitochondrial carrier F55A11.4  [Source:UniProtKB/Swiss-Prot;Acc:Q20799]
WBGene00010079	F55A11.6	V	11776838	11783422	1	
WBGene00010080	F55A11.7	V	11784573	11787443	-1	
WBGene00010081	F55A11.8	V	11788157	11789121	1	
WBGene00010082	F55A11.11	V	11783340	11784616	1	
WBGene00010083	xhd-1	IV	14401114	14412894	-1	
WBGene00010084	F55B11.2	IV	14422268	14423294	-1	
WBGene00010085	F55B11.3	IV	14424693	14425859	1	
WBGene00010086	F55B11.4	IV	14429574	14430920	-1	
WBGene00010087	F55B11.5	IV	14427695	14428464	1	
WBGene00010088	F55B12.2	V	13815374	13816977	-1	
WBGene00010089	hpo-31	V	13823052	13825222	1	
WBGene00010091	ssp-35	V	12263369	12263896	-1	Sperm Specific family, class P  [Source:UniProtKB/TrEMBL;Acc:Q20815]
WBGene00010092	F55C5.2	V	12264002	12265492	1	
WBGene00010093	capg-2	V	12271873	12275676	1	CAP-G condensin subunit  [Source:UniProtKB/TrEMBL;Acc:Q20818]
WBGene00010094	tsfm-1	V	12270271	12271551	-1	Elongation factor Ts, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q20819]
WBGene00010095	F55C5.6	V	12279506	12281461	1	
WBGene00010096	rskd-1	V	12284060	12288615	-1	Ribosomal protein S6 Kinase Delta homolog  [Source:UniProtKB/TrEMBL;Acc:Q20821]
WBGene00010097	srpa-68	V	12288922	12291658	-1	Probable signal recognition particle subunit SRP68  [Source:UniProtKB/Swiss-Prot;Acc:Q20822]
WBGene00010098	F55C5.10	V	12283487	12283999	1	
WBGene00010099	fbxb-117	V	19282614	19284594	1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUZ6]
WBGene00010100	F55C9.3	V	19287009	19288173	-1	
WBGene00010101	fbxb-57	V	19288755	19289889	1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUZ4]
WBGene00010102	F55C9.5	V	19290616	19291028	-1	
WBGene00010103	F55C9.6	V	19293632	19296823	-1	
WBGene00010104	fbxb-60	V	19297810	19298749	1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUY7]
WBGene00010105	fbxb-62	V	19301076	19302034	-1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUZ1]
WBGene00010106	fbxb-61	V	19304126	19305072	1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUZ3]
WBGene00010107	F55C9.11	V	19307242	19307583	-1	
WBGene00010108	F55C10.4	V	11386698	11388678	1	Glycosyltransferase family 92 protein F55C10.4  [Source:UniProtKB/Swiss-Prot;Acc:Q20806]
WBGene00010109	F55C10.5	V	11383105	11384353	1	
WBGene00010110	F55D12.1	I	7884319	7885769	1	
WBGene00010111	F55D12.2	I	7889310	7894864	1	
WBGene00010112	nhr-191	I	7896125	7897725	1	
WBGene00010113	F55D12.5	I	7906826	7914269	-1	
WBGene00010114	F55D12.6	I	7901932	7903243	1	
WBGene00010115	aakb-1	X	13755771	13759391	1	AMP-Activated Kinase Beta subunit  [Source:UniProtKB/TrEMBL;Acc:Q9XUY2]
WBGene00010116	F55F3.2	X	13760237	13763998	1	Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q8MQ23]
WBGene00010117	nkb-3	X	13765331	13770558	-1	Probable sodium/potassium-transporting ATPase subunit beta-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9XUY5]
WBGene00010118	F55F3.4	X	13785479	13789238	1	
WBGene00010119	F55G7.1	X	11924461	11927032	1	
WBGene00010120	dot-1.4	X	11929899	11931646	-1	Histone-lysine N-methyltransferase, H3 lysine-79 specific  [Source:UniProtKB/TrEMBL;Acc:Q20856]
WBGene00010121	F55G7.3	X	11940336	11942051	-1	
WBGene00010122	F55G11.1	IV	12944887	12946577	-1	
WBGene00010123	F55G11.2	IV	12967448	12969289	-1	
WBGene00010124	F55G11.4	IV	12973624	12975591	1	
WBGene00010125	dod-22	IV	12965387	12967318	1	Downstream Of DAF-16 (Regulated by DAF-16)  [Source:UniProtKB/TrEMBL;Acc:Q9XUE0]
WBGene00010126	F55G11.6	IV	12958030	12959594	1	
WBGene00010127	F55G11.7	IV	12960436	12962120	1	
WBGene00010128	F55G11.8	IV	12962808	12964625	1	
WBGene00010129	F55G11.10	IV	12948770	12950075	1	
WBGene00010130	vha-14	III	9508074	9509806	1	V-type proton ATPase subunit D  [Source:UniProtKB/Swiss-Prot;Acc:P34462]
WBGene00010131	F55H2.5	III	9511470	9513375	1	Putative cytochrome b561  [Source:UniProtKB/Swiss-Prot;Acc:P34465]
WBGene00010132	F55H2.7	III	9513348	9516248	-1	
WBGene00010133	F55H12.2	I	8866907	8868293	1	
WBGene00010134	F55H12.3	I	8876319	8893051	1	
WBGene00010135	F55H12.4	I	8893308	8894137	-1	
WBGene00010136	F55H12.5	I	8869709	8871698	1	
WBGene00010137	ztf-26	I	8853686	8861274	-1	Zinc finger putative Transcription Factor family  [Source:UniProtKB/TrEMBL;Acc:Q19902]
WBGene00010138	anoh-1	III	13246578	13253615	1	Anoctamin  [Source:UniProtKB/TrEMBL;Acc:C0P286]
WBGene00010139	F56A8.3	III	13256878	13262905	1	
WBGene00010140	F56A8.4	III	13263268	13265038	1	
WBGene00010141	F56A8.5	III	13265866	13266932	1	
WBGene00010142	F56A8.8	III	13285817	13286779	1	
WBGene00010143	F56A12.2	V	14376099	14379066	-1	
WBGene00010144	F56C4.1	IV	10637060	10639213	1	
WBGene00010145	F56C4.2	IV	10639277	10642690	1	
WBGene00010146	glb-19	IV	10642912	10654147	-1	GLoBin related  [Source:UniProtKB/TrEMBL;Acc:C1P638]
WBGene00010147	F56D5.2	IV	9396920	9398603	-1	
WBGene00010148	F56D5.3	IV	9399653	9401293	1	
WBGene00010149	F56D5.5	IV	9407213	9408121	-1	
WBGene00010150	F56D5.6	IV	9401922	9412653	1	
WBGene00010152	F56D5.9	IV	9418432	9422506	-1	
WBGene00010153	srxa-2	IV	9423395	9424415	1	Serpentine Receptor, class XA  [Source:UniProtKB/TrEMBL;Acc:Q20882]
WBGene00010155	F56F3.4	III	4468878	4470808	1	
WBGene00010157	oac-34	I	11342087	11347288	-1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:G5EFU4]
WBGene00010158	pes-2.2	I	11358167	11359301	-1	Patterned Expression Site; Pes-2 protein  [Source:UniProtKB/TrEMBL;Acc:G5ECQ5]
WBGene00010159	F56G4.4	I	11374620	11380127	1	
WBGene00010160	png-1	I	11380231	11388751	1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase  [Source:UniProtKB/Swiss-Prot;Acc:Q9TW67]
WBGene00010161	F56G4.6	I	11364321	11374334	-1	
WBGene00010162	F56H6.1	I	12281221	12282615	1	
WBGene00010163	F56H6.2	I	12287199	12289307	1	
WBGene00010164	F56H6.3	I	12289552	12290191	-1	
WBGene00010165	F56H6.4	I	12290449	12292212	1	
WBGene00010166	gmd-2	I	12292269	12293936	-1	GDP-mannose 4,6 dehydratase 2  [Source:UniProtKB/Swiss-Prot;Acc:O45583]
WBGene00010167	bgnt-1.6	I	12294380	12296263	-1	B3GNT1, Beta-1,3-N-acetylGucosamiNylTransferase 1, homolog  [Source:UniProtKB/TrEMBL;Acc:O45584]
WBGene00010168	F56H6.7	I	12297734	12300817	1	
WBGene00010169	clec-18	I	12301424	12303157	-1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O45586]
WBGene00010170	F56H6.9	I	12303599	12306820	1	
WBGene00010171	oac-35	I	12307731	12310406	1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:O45589]
WBGene00010172	oac-36	I	12312335	12314895	1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:O45590]
WBGene00010173	F56H6.13	I	12283270	12285384	1	
WBGene00010174	F56H9.2	V	12637663	12638237	1	
WBGene00010175	F56H11.2	IV	9531357	9533171	-1	
WBGene00010176	F56H11.6	IV	9528355	9529569	-1	
WBGene00010177	F57A8.1	V	10037340	10048726	1	
WBGene00010178	yif-1	V	10050047	10054913	-1	YIP1-Interacting Factor homolog  [Source:UniProtKB/TrEMBL;Acc:Q20913]
WBGene00010179	F57A8.4	V	10067087	10068818	1	
WBGene00010180	nhr-192	V	10069369	10070641	-1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q20916]
WBGene00010181	F57A8.6	V	10071945	10073893	-1	
WBGene00010182	F57A8.7	V	10075749	10077804	1	
WBGene00010183	fipr-13	V	10064503	10064939	1	FIP (Fungus-Induced Protein) Related  [Source:UniProtKB/TrEMBL;Acc:Q7YX01]
WBGene00010184	F57A10.2	V	15766575	15767272	1	Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:O45592]
WBGene00010185	F57A10.4	V	15769438	15770371	1	
WBGene00010186	nhr-283	V	15774946	15776676	-1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:G5EGI3]
WBGene00010187	F57B1.1	V	13193933	13195648	-1	
WBGene00010188	F57B1.5	V	13207763	13208762	1	
WBGene00010189	F57B1.6	V	13209645	13213462	1	
WBGene00010191	dmsr-1	V	11438770	11441618	1	DroMyoSuppressin Receptor related  [Source:UniProtKB/TrEMBL;Acc:Q20929]
WBGene00010192	F57B7.2	V	11441925	11443603	-1	
WBGene00010193	btb-20	II	14522385	14523522	-1	BTB (Broad/complex/Tramtrack/Bric a brac) domain protein  [Source:UniProtKB/TrEMBL;Acc:O45593]
WBGene00010194	btb-19	II	14520868	14522137	-1	BTB (Broad/complex/Tramtrack/Bric a brac) domain protein  [Source:UniProtKB/TrEMBL;Acc:O45594]
WBGene00010195	pot-2	II	14524173	14525112	1	Protection Of Telomeres 1 (Pot1) homolog  [Source:UniProtKB/TrEMBL;Acc:O45595]
WBGene00010196	F57C2.4	II	14525312	14526031	1	
WBGene00010197	F57C2.5	II	14526213	14528296	-1	
WBGene00010198	spat-1	II	14528754	14534173	1	Suppressor of PAr-Two defect  [Source:UniProtKB/TrEMBL;Acc:G5ECT7]
WBGene00010199	bet-2	X	10569273	10575718	1	BET (Two bromodomains) family protein  [Source:UniProtKB/TrEMBL;Acc:Q20948]
WBGene00010200	F57C7.4	X	10581062	10589538	-1	
WBGene00010202	F57E7.1	V	16481580	16482000	1	
WBGene00010203	F57E7.2	V	16482420	16483144	-1	
WBGene00010204	F57F5.1	V	12003028	12004600	1	
WBGene00010205	F57F5.3	V	12004616	12006605	-1	
WBGene00010206	F57G4.1	V	17623530	17624559	1	
WBGene00010209	fbxa-191	V	17637982	17640042	-1	
WBGene00010212	fbxa-192	V	17640672	17650527	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUX2]
WBGene00010214	F57G8.5	V	16339024	16341536	1	
WBGene00010215	nhr-193	V	16342497	16344272	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:G5EC41]
